,IN,Phy,ON,HBac,Zoo
2025-05-24,58901789827693.37,644407600707.3972,2762191112395.0996,649407593626.7032,2107109121073.1938
2025-05-25,58992060282793.96,677299022105.1665,2715886158294.252,657141906134.0369,2092362073016.2554
2025-05-26,59029236124882.23,692590137852.4338,2678641041507.7095,666455974208.7303,2100958077338.98
2025-05-27,59022708189719.53,681158722083.7784,2644824443301.394,677290850298.1738,2132497905874.1875
2025-05-28,58956906873767.69,691040752229.4031,2612157314224.62,689437852996.9976,2153209804004.4434
2025-05-29,58880668030428.32,722067933976.4133,2577778636117.535,701860373409.7178,2158502740623.67
2025-05-30,58822865016181.91,709574810505.845,2546231722008.241,714944217773.6029,2186693286642.1418
2025-05-31,58751605889228.27,720502301486.1488,2511368279516.802,727562933824.7109,2193944772653.0327
2025-06-01,58761460257203.555,673823788958.4473,2469578591557.6323,738725939111.0013,2229813777050.4443
2025-06-02,58730370884568.52,699399479875.2966,2418989833881.1533,748144277308.58,2215035272047.55
2025-06-03,58729824883902.086,741353114334.9875,2367828754127.2715,755493986325.1948,2181898240299.668
2025-06-04,58764466128922.18,795473154232.8744,2318507233896.461,760318995940.2695,2135582108469.5254
2025-06-05,58822216656100.99,840948378705.1459,2274976950016.177,763568766495.9524,2088646422779.9326
2025-06-06,58824895134528.74,908878833213.5709,2242599592197.4883,766986925642.4583,2039301612082.5347
2025-06-07,58835240750644.81,960714685391.1844,2218883842520.1196,769997039345.9359,2006147059660.3872
2025-06-08,58797635387252.44,1028137122002.2662,2201510203670.9106,773938005645.5552,1979237084834.9248
2025-06-09,58757251246683.99,1077469201828.9631,2185843611476.1968,778445262873.6526,1969984792756.3193
2025-06-10,58678270874783.86,1126153816552.4863,2173072307289.6743,784080431146.4105,1970829522860.7744
2025-06-11,58592291224221.43,1169783206070.1938,2161417793809.7485,790284999661.559,1977315462508.5938
2025-06-12,58502879191830.99,1194407504304.3347,2152918784033.2336,797197827850.2349,1992267169384.4844
2025-06-13,58452504286697.86,1155922875610.7603,2144786798365.8262,804201930710.2112,2023448453119.8188
2025-06-14,58361542705317.09,1147381262309.6284,2133674452699.8335,810510294696.4084,2042923663308.389
2025-06-15,58276753344043.336,1138636312552.1672,2120715545727.6348,815769002320.1007,2058102760056.5625
2025-06-16,58210482652519.87,1124666862354.6035,2106192103219.8757,819801684174.9404,2070881135231.9502
2025-06-17,58164506316307.27,1087474765028.8358,2090499151384.8984,823051346276.9896,2086233146084.9426
2025-06-18,58167704397318.766,1039553358850.3743,2069960922172.3252,823928848150.0228,2099857271630.7083
2025-06-19,58202651308957.17,1002792814450.5837,2044424368374.6548,822830964444.403,2105298047841.4897
2025-06-20,58242509789659.3,1004767171130.4924,2015941194702.0059,819887066181.4058,2095074674635.2332
2025-06-21,58362806200943.305,952486122328.1584,1985925276529.941,815657709886.3882,2103242577681.918
2025-06-22,58535026051709.96,868865425537.3367,1945469021520.5981,810526521098.5358,2124295751643.271
2025-06-23,58685700959408.59,834273619037.9886,1898878963599.439,805256262954.6099,2130405418574.4468
2025-06-24,58784555592923.586,822565710137.8755,1850723658487.4011,801969197465.5577,2132763828954.4128
2025-06-25,58829522404195.36,817496271821.6556,1804807785134.1047,801472950696.5977,2137980419289.8167
2025-06-26,58857885616722.07,780056920050.8126,1756434439440.0857,803483017764.2007,2158183474284.7896
2025-06-27,58869794104702.164,729434584642.6752,1706853173880.522,806518897809.8088,2183642315096.6602
2025-06-28,58876144229191.65,687495298402.8069,1648595266172.7705,809629717940.414,2202022978190.227
2025-06-29,58850970092875.47,687107754778.9081,1586809855954.0295,812432763713.3208,2195537007673.273
2025-06-30,58808004276342.01,724365397444.065,1530604464644.814,814670352150.1423,2164479079342.629
2025-07-01,58794855580847.47,761651033178.0659,1481195430631.559,815385758641.9744,2130857022123.2974
2025-07-02,58805700790021.664,794093912575.1036,1439295995529.801,814647054962.6351,2098236207527.6763
2025-07-03,58844962889396.64,827227945860.676,1405347519260.0427,811885889887.1593,2063357373191.08
2025-07-04,58884176328486.19,854355021099.0398,1379014260925.4268,808628845774.8165,2033694696692.104
2025-07-05,58893884420440.15,896768491900.2034,1361767172239.6482,805188359396.0707,2000131210075.4485
2025-07-06,58895416903025.23,929039692092.2947,1351137773336.3176,802199333462.7269,1976305809808.5427
2025-07-07,58903696051739.586,958514402350.7278,1343643591898.6494,799092024931.6683,1959233667395.8188
2025-07-08,58925337634813.58,974062789353.7568,1338435117884.9285,795922309445.6207,1954553687350.56
2025-07-09,58998772409569.34,931683924700.1455,1333278758733.6738,792462106742.3821,1973313186232.644
2025-07-10,59085589520966.74,833505249952.9719,1321235538403.8853,788920929003.8236,2016986281148.6255
2025-07-11,59089946290854.98,826936630754.8457,1300247855186.2058,784586512524.3159,2024871074533.4155
2025-07-12,59074664060724.375,834652481948.9478,1281689643935.4368,780489338901.4061,2029035967291.5808
2025-07-13,59058609335015.336,834502275600.5463,1264125941496.015,776774854325.1884,2035383626223.894
2025-07-14,59006478238049.28,854371244068.0283,1249633265641.6865,773452289787.88,2031363751174.1748
2025-07-15,58977321516944.36,862674822063.5183,1237842294092.4192,769904033013.2131,2031047612557.0547
2025-07-16,58937915391964.68,895508870586.1222,1229467446602.6152,766406387297.5786,2012937301473.6755
2025-07-17,58914913509498.14,932549396353.2585,1227856879227.9153,762905453752.4521,1989387708739.8313
2025-07-18,58886920490167.76,971650491357.6189,1233345317883.0935,759870326733.0128,1967360041077.483
2025-07-19,58917890576624.51,963206536838.1179,1243428208007.0906,756397006792.6276,1962200546231.7222
2025-07-20,58946315659552.984,976924310569.4324,1251713873251.462,752433651494.8597,1949883426539.1436
2025-07-21,58986188726260.3,987681357501.8002,1258680661986.8445,749200758016.6013,1943166142523.0493
2025-07-22,59014342680731.67,986205251415.4254,1264089817107.6655,747178996110.6306,1946633658467.3872
2025-07-23,59013273378639.48,972738154494.2524,1266211546741.799,746729477968.6918,1957861713509.4177
2025-07-24,58975363927817.71,961673585262.5571,1267086907197.8477,747346243467.9729,1971505027879.5015
2025-07-25,58918074835463.336,952801038178.7537,1265826023799.208,748231515380.1676,1985482555228.9045
2025-07-26,58873686298165.836,923723099126.3799,1262059863890.3179,748860221171.943,2004875713707.677
2025-07-27,58802133119516.67,910598951494.3198,1257425126628.4783,749281501949.0726,2014970856024.4346
2025-07-28,58721912397518.75,910649175557.4492,1253067678679.688,749375829616.056,2016866317197.3572
2025-07-29,58647069312953.31,914968543465.0618,1250336416050.6035,749184328383.1526,2012576791053.1768
2025-07-30,58598340425418.0,918239196822.9457,1247815462890.6157,747920761956.8752,2003451852462.689
2025-07-31,58599800073325.05,911247391909.9861,1244768672978.23,744851008892.5593,1991852495686.4517
2025-08-01,58653993073006.18,893969334916.73,1240407806499.4265,739871620812.0986,1979756369748.1023
2025-08-02,58701039954481.06,883760662876.2863,1238641684103.8716,734885886766.8114,1964952833735.272
2025-08-03,58768138488254.445,870162032840.0571,1235069561224.605,729469115632.8375,1952794873803.2566
2025-08-04,58844140614735.66,849930882910.8226,1228675598600.803,724320656390.3893,1946913226659.8997
2025-08-05,58912541548247.875,832490556526.149,1221867270720.526,720009582864.3146,1945056511290.925
2025-08-06,58980622893836.516,798023027193.8278,1214352468184.2666,716587265666.1797,1952938524560.3926
2025-08-07,59054070804810.6,735566483808.981,1204487186124.727,713674678238.2076,1977795522622.0234
2025-08-08,59087908598272.45,729571298779.4333,1187977629425.8372,711161569455.6641,1983360232647.2915
2025-08-09,59095841884796.93,731250514837.773,1174542529849.915,709825198618.5461,1986863669939.5164
2025-08-10,59116805610464.36,721532952878.2305,1159914593202.0044,708165464212.4391,1993666770357.0
2025-08-11,59140770351221.516,717778508362.8186,1146076242614.1782,705622016541.6803,1995387278206.5806
2025-08-12,59168682472694.086,720659284881.9303,1134742457700.714,702161922528.4436,1994052967039.4421
2025-08-13,59196932318914.68,727387600815.2118,1127765963489.1836,698424800253.2783,1987685008727.479
2025-08-14,59208228953963.01,728556792391.4119,1124396391007.7522,695422929410.195,1980344923052.7349
2025-08-15,59221305633274.46,715726270866.064,1124982458720.3105,692541693067.1155,1975543793578.7559
2025-08-16,59345268202589.53,618581356043.4318,1121051116557.0906,687293322269.7732,2007434757528.925
2025-08-17,59446094961170.44,589420002619.0107,1107569804753.3657,679924782367.638,2002812316006.1309
2025-08-18,59536059096096.2,599101477862.7617,1094517426964.3164,672506741576.3147,1978160453988.228
2025-08-19,59626449172464.08,608653096780.628,1084261390832.127,666373434864.7966,1956318274117.8223
2025-08-20,59691594745749.086,604524260794.8375,1077790037129.1963,662070815527.279,1948857532589.3018
2025-08-21,59720768180271.67,618651584566.0358,1070540427762.9188,659516712304.7511,1936809269571.9536
2025-08-22,59740282923589.61,627668941664.4014,1062250849089.6086,658435480715.3158,1930200169086.2163
2025-08-23,59773508783285.59,634263742087.5728,1052503373356.9126,657095761952.7965,1924056234768.9082
2025-08-24,59804102175517.9,640004845760.9543,1042783975243.0062,655269742487.1897,1918468731590.3044
2025-08-25,59836739665220.266,644574820282.8276,1034540738202.6965,652827531434.4065,1912970529010.684
2025-08-26,59860471057919.805,651424651300.2021,1028210467771.5083,650405050780.4899,1904462085716.9104
2025-08-27,59881277870103.84,656732387651.7555,1025144124845.4473,647792893762.2225,1894029932070.6064
2025-08-28,59892100761682.24,659022623652.9773,1025544084744.6312,645415885355.2303,1882533689569.2026
2025-08-29,59929960762646.586,640946245112.8436,1026643862274.7292,642611199380.503,1877828593504.156
2025-08-30,59993570361438.95,637537029939.95,1026156701899.0396,638455984484.548,1861514356439.1567
2025-08-31,60070318537388.22,627367014293.3326,1024855855106.4911,634613447268.6289,1848459576561.4497
2025-09-01,60168119691798.76,616517176691.3578,1021399463988.7478,630617686310.3378,1836847652740.9834
2025-09-02,60276012180740.64,609295950026.7706,1016998411967.8159,626648106796.3735,1824454460378.859
2025-09-03,60379813744938.76,607070658642.4956,1011745937091.452,623320827398.6736,1813679685425.483
2025-09-04,60486336541669.445,601904270178.9252,1006050915695.1448,620580358226.2758,1808413470377.4956
2025-09-05,60595750592112.96,594298960122.7021,998787993826.3055,618095941754.4688,1807988197554.821
2025-09-06,60679768637483.266,586903129923.4026,990289860345.5315,616126215611.2257,1811990167157.7156
2025-09-07,60756659229578.54,575910687852.6771,981212498595.3634,614076143925.1022,1820808566262.8003
2025-09-08,60824559255534.31,545847226064.51483,972812237577.2083,612390526603.2653,1841792189509.4468
2025-09-09,60878241346341.56,529687056631.6021,963103082149.1488,610474159395.962,1855301384172.3054
2025-09-10,60925801601801.87,523695759714.439,953464596048.0936,608226303485.7107,1862674078442.6694
2025-09-11,60980473379616.95,519125421300.1942,944925115192.7852,605351535255.9159,1868919542618.2393
2025-09-12,61028378460409.44,514562933511.65,938397585547.1592,602019756776.5874,1874196076279.9446
2025-09-13,61074969097083.82,507833597327.8054,933580398836.1042,598184830201.6019,1879291851019.546
2025-09-14,61112768198547.37,499996981842.42365,930745102999.9232,593884497905.6859,1883499041727.2676
2025-09-15,61187662268078.67,459455231236.8698,926331110799.0306,589555888254.6919,1908333491791.2334
2025-09-16,61246313299231.87,458917612941.60034,919270508479.095,584736584740.1627,1903294216433.498
2025-09-17,61317376922022.75,460838800141.5492,913623783722.4191,579641161238.1553,1895137904465.7593
2025-09-18,61387531727986.43,457967568793.0244,909711326053.1096,575078365017.5903,1890119247468.998
2025-09-19,61458653296304.375,454995760090.1709,904859681276.6599,570748231614.4994,1888285104773.8594
2025-09-20,61534987060065.68,452774198102.7746,899273622492.4684,566503170356.934,1886019813780.3638
2025-09-21,61609245484262.86,440267999115.6701,895121073942.2578,562372071415.4623,1891193865342.3108
2025-09-22,61650114953845.63,431365037823.86005,890333791111.6885,558756792533.9128,1895743512882.0352
2025-09-23,61681790802627.91,431377926188.6248,887044922597.5677,555960022217.4486,1893460192179.3242
2025-09-24,61748369599064.84,430965638079.2892,883673918357.1323,552574063348.5662,1886903923696.2446
2025-09-25,61838121867400.01,426001575300.54016,879639245936.098,548780418070.66077,1882657447975.6372
2025-09-26,61938188667648.44,414136946417.9864,875466854936.821,545118248379.8935,1884108253484.2854
2025-09-27,62021647961308.086,405950391239.671,871606238017.2804,541555204103.97943,1882238793336.1367
2025-09-28,62110824094653.26,382311316635.08636,866522883482.5515,538099121011.8553,1893540057070.3804
2025-09-29,62159176683978.734,373694879928.56506,861382358251.6973,534863322569.7282,1895300731610.9692
2025-09-30,62154349540040.02,342025488888.38605,856819482101.0758,531560434415.7741,1923697302413.918
2025-10-01,61981666174214.836,334086565411.0062,853087014703.7585,528836661190.71704,1940342529329.941
2025-10-02,61709911110205.35,318139878707.3972,849921443175.4896,526898648548.5421,1972703408375.9414
2025-10-03,61544909690335.586,305525429744.0199,844525177272.2488,525232961669.9027,2000512325077.7725
2025-10-04,61531788320481.89,303938758460.0998,837087753109.9717,523468411357.73236,2008957038589.286
2025-10-05,61647147848001.93,298052331936.31775,828689119586.7683,521316071631.89764,2016301668771.8574
2025-10-06,61840746534744.586,300985968047.8282,819531429089.3027,518852795723.1533,2008600171592.125
2025-10-07,62095102281654.734,301676738550.64844,810210614318.8435,516076242064.9999,2002151226289.4734
2025-10-08,62366374241815.4,296733860607.772,800726006274.8088,511977134540.43225,2001628482986.9102
2025-10-09,62551848676058.414,292699060066.49414,794278651607.9744,508655471418.29517,2006958344009.704
2025-10-10,62686422807195.56,284642038680.2033,788485534812.2014,505354400185.2312,2021126602282.6611
2025-10-11,62784573933029.17,264218313349.2362,782947684341.3875,501987452898.6566,2055411352898.356
2025-10-12,62862138639346.73,249233273298.82706,777610431346.2522,499648807825.7991,2085139067450.675
2025-10-13,63006182171075.95,243876158174.50494,771676508556.2412,497672435828.6662,2097669384471.1772
2025-10-14,63153468602426.83,248319152040.88144,765372059419.3171,496011381579.88715,2091586162066.4177
2025-10-15,63307236928890.1,254169914383.48804,759541953359.0063,494294068346.34894,2077701630367.3467
2025-10-16,63452498356727.445,259966578112.80475,754424423136.8645,492322790868.8092,2059152633273.599
2025-10-17,63567374146298.38,256480184776.244,750469295346.0143,490613421450.1342,2053720900318.5654
2025-10-18,63637986991475.99,263296660755.25244,747003329988.7793,489048791661.2965,2034066204286.5547
2025-10-19,63694783957195.125,240482001122.648,744789365618.968,488185620491.6781,2069287792719.1035
2025-10-20,63795359150536.586,229937713838.05704,739995930957.7404,487217159117.0726,2083630139045.8516
2025-10-21,63879534801696.13,230814540293.49,735888600762.1936,487012230598.3497,2079438713560.0742
2025-10-22,63970913195422.164,238092829750.71094,730331952061.0615,485542254404.55963,2058110104792.8716
2025-10-23,64006686091546.56,234835840535.12598,725840076931.3475,484548954916.02936,2059280193726.3003
2025-10-24,63892458483926.99,229804029406.13855,722574382415.5463,484024756144.41864,2075027102101.0234
2025-10-25,63693643794030.375,217836023309.76248,719211058524.2014,483394478120.0235,2110823312416.3052
2025-10-26,63516626736480.55,209696188237.02185,715638015918.2155,483617328741.24915,2137027865449.5273
2025-10-27,63527262179031.74,209349405817.64648,712308257956.6887,484640003416.7632,2142635490112.9292
2025-10-28,63610230575978.08,219773823969.0204,708116534297.818,485503846591.8323,2118581496036.8887
2025-10-29,63659231484628.0,212920931196.53973,702800767224.3962,485345792371.4028,2134854183510.7349
2025-10-30,63818254048042.47,221009575767.0841,698627159989.7986,486052639343.6957,2114145174745.117
2025-10-31,64002310806454.09,230365934109.25992,693615400372.1442,486092176298.99713,2082780303979.9243
2025-11-01,64044403416137.3,217414848826.4844,688984300573.8513,485632544908.9795,2104946574638.1353
2025-11-02,64077365149240.66,218276776884.2408,684867543556.2742,485139943453.8072,2099507487090.768
2025-11-03,64161145657838.24,227185471827.87872,681370996492.428,485022319109.36865,2072469150637.5405
2025-11-04,64313858563861.71,231370913941.98404,676126870179.1007,483321547301.89197,2045397081989.695
2025-11-05,64359782763733.56,244319744759.60504,671700820490.4128,481386397240.1451,2006156923737.8179
2025-11-06,64026147616740.58,233264331803.93823,667458303117.1344,478106979279.1016,2024879719844.517
2025-11-07,63616449838305.77,223826303478.94382,664146986438.8665,476263475761.2302,2046144167367.1018
2025-11-08,63466008842129.516,224390826780.4077,660549177717.2004,474629698525.26575,2041563509097.1523
2025-11-09,63514502685721.32,230373070823.1739,656820002277.427,473100873508.6734,2024928142363.7046
2025-11-10,63622906241037.266,236731087003.90988,653425567931.05,471524980895.6902,2002660112972.8633
2025-11-11,63788828123793.57,240097076703.09717,650190963020.1475,469948362179.2177,1982835178388.2744
2025-11-12,63999057016736.07,246148847941.91534,646412083444.5767,467839618685.03314,1954733223307.7727
2025-11-13,64216546952700.8,236433085332.13196,642315779397.6223,465154079304.6313,1954624978050.0686
2025-11-14,64351446619959.52,224131558980.03564,637745415528.8687,462119841536.9503,1963020434805.0088
2025-11-15,64345367445052.914,215592012439.64575,634186263144.1938,459478494129.5802,1974254396208.4438
2025-11-16,64281509729100.38,211557349610.9864,630576532843.2224,456428842454.11896,1976654930749.4858
2025-11-17,64407062658326.16,209483410627.34662,626594392165.0415,452991454275.61383,1965742085654.2156
2025-11-18,64662192008339.945,208610220065.28424,623101826118.0114,449984115560.2916,1943880250231.3228
2025-11-19,64879790222146.69,213719268470.28568,618503956383.0385,446386609169.51654,1906336117250.6382
2025-11-20,64997827473209.67,220656411198.106,613198878972.4874,442094480771.579,1865713783510.3096
2025-11-21,64980454830109.62,223624569022.03998,608510382521.7327,438041756788.3072,1840780812981.5972
2025-11-22,64888118233098.67,215168956731.49524,604387279219.5435,434345926106.85834,1844006954776.2686
2025-11-23,64888665806861.19,206279455760.23053,600162506867.0302,430772387917.0225,1847394568960.0327
2025-11-24,65041631017128.48,212334914314.70673,596162216119.037,427522274845.8285,1815372386240.3672
2025-11-25,65200599041964.82,209326514978.1114,592070273846.9181,424367530821.0413,1804659667848.9753
2025-11-26,65320901702111.65,200093362322.55835,587625667760.8079,421052132298.10077,1807690475238.629
2025-11-27,65357872598139.57,201432804104.49994,584012220013.1855,418105847378.5587,1789937697005.775
2025-11-28,65340887140821.516,195978058467.05612,580282142904.9902,414841647995.65594,1791425363664.5
2025-11-29,65345676046806.98,206640501185.2092,577520894393.1974,412125421280.80524,1761126502971.141
2025-11-30,65447492617413.125,210977040470.3901,574182025963.5212,409005642731.5251,1740231627460.0742
2025-12-01,65607577903459.27,220259884868.3234,570820961257.295,405693945130.25446,1705492977040.495
2025-12-02,65815845274778.055,218532334230.5815,566594679926.7561,401808057940.5165,1688251600883.1052
2025-12-03,65977529496220.95,220984322243.76614,562142344638.0432,397479896626.50037,1663026733576.8958
2025-12-04,66102117712876.945,217841745619.63995,557562662360.605,392792047924.8049,1650014794587.8037
2025-12-05,66194513356554.09,207546845058.63254,553127828009.0688,388094538438.40424,1654247518850.2327
2025-12-06,66258032756747.125,204861610588.12805,548638768071.0259,383339977479.6266,1644013862952.4229
2025-12-07,66290266799266.35,209306542854.46527,546388216312.2056,380126068827.88855,1625333734482.2896
2025-12-08,66225460480914.72,210784225366.16486,543833848559.1338,377063400576.0921,1614355462674.891
2025-12-09,66092710934466.52,205070199896.4236,541867166154.2324,374531157593.8085,1620399862009.7454
2025-12-10,65988537734583.15,207694436404.8744,540861160290.1078,372708029021.26013,1609519404652.016
2025-12-11,65844396790989.26,201488082018.02368,538827953311.2451,370347506195.3361,1617042830046.05
2025-12-12,65803746034073.89,199802605968.20398,537427447787.883,368453568840.46436,1615202991704.2195
2025-12-13,65837443583320.945,197482827884.3368,535177923019.5385,366109624768.5091,1611626768976.4746
2025-12-14,65813972347748.27,199277144957.55328,533126725883.03326,363759429508.93384,1600036509596.3132
2025-12-15,65564953514509.91,196008063108.7801,531068072013.6439,361261840132.80707,1604074485744.986
2025-12-16,65203835309847.85,200442613413.55603,528890812595.65125,358480415423.59784,1592835329851.1978
2025-12-17,65044915410356.61,200234810283.73206,527155161281.667,356370396529.4606,1587041010736.1814
2025-12-18,64927433525327.445,206204271458.10748,525523487944.17053,354407522871.9716,1562901800091.7288
2025-12-19,64774126553403.12,201823179626.77402,522228781908.716,351751845721.2865,1564081809108.0122
2025-12-20,64753656495843.86,204657405498.35193,520651980904.69476,350160968247.65607,1541318487783.8765
2025-12-21,64805974681728.086,206843778578.09378,517701489259.1213,348224171808.42194,1521894152504.0205
2025-12-22,64871288012913.2,209295358687.4865,514523450610.3828,346269735504.6398,1500194570079.748
2025-12-23,64872241425740.63,209200778025.66928,511898290677.3542,344831711938.6791,1489640017595.4243
2025-12-24,64968209358953.89,210664153646.36804,509177991378.2262,343515804512.20654,1473476645895.4329
2025-12-25,65173887844730.875,206150520297.97812,505946423484.29675,342103304280.8378,1468624636246.3975
2025-12-26,65373393816161.88,208941400132.66663,503643737317.05414,341279368174.62646,1450731724797.573
2025-12-27,65523281090358.72,211550420024.00256,500735831051.124,340000142232.0654,1433163089690.508
2025-12-28,65652823334129.086,220777274402.59546,498717986493.5112,339130387641.03046,1410004213556.705
2025-12-29,65761813956093.66,222911999519.11774,495346321310.59,337422250571.89996,1396521009235.0522
2025-12-30,65861529014821.33,229957035655.1684,491315403448.56525,335057708799.74347,1370019410931.187
2025-12-31,65935814741092.11,235974653320.84033,486700486595.89655,332044470307.94434,1344074020121.713
